Sett.,Giorno,Data,Ora,Casa,xG,Punteggio,xG,Ospiti,Spettatori,Stadio,Arbitro,Report partita,Note
19,Mer,22-12-2021,20:45,Empoli,1.7,2–4,1.4,Milan,10.596,Stadio Carlo Castellani,Marco Di Bello,Report partita,
,,,,,,,,,,,,,
20,Gio,06-01-2022,12:30,Sampdoria,0.6,1–2,2.4,Cagliari,3.188,Stadio Comunale Luigi Ferraris,Giacomo Camplone,Report partita,
20,Gio,06-01-2022,14:30,Lazio,2.5,3–3,2.0,Empoli,23.000,Stadio Olimpico,Antonio Giua,Report partita,
20,Gio,06-01-2022,14:30,Spezia,0.9,1–2,1.9,Hellas Verona,3.250,Stadio Alberto Picco,Maurizio Mariani,Report partita,
20,Gio,06-01-2022,16:30,Sassuolo,2.0,1–1,0.2,Genoa,4.696,Stadio Città del Tricolore,Gianluca Manganiello,Report partita,
20,Gio,06-01-2022,18:30,Milan,2.9,3–1,0.8,Roma,35.870,Stadio Giuseppe Meazza,Daniele Chiffi,Report partita,
20,Gio,06-01-2022,20:45,Juventus,1.3,1–1,0.7,Napoli,19.301,Allianz Stadium,Simone Sozza,Report partita,
,,,,,,,,,,,,,
21,Dom,09-01-2022,12:30,Venezia,0.4,0–3,2.8,Milan,5.000,Stadio Pierluigi Penzo,Massimiliano Irrati,Report partita,
21,Dom,09-01-2022,14:30,Empoli,1.4,1–5,4.1,Sassuolo,4.081,Stadio Carlo Castellani,Manuel Volpi,Report partita,
21,Dom,09-01-2022,16:30,Napoli,1.5,1–0,0.4,Sampdoria,9.000,Stadio San Paolo,Marco Di Bello,Report partita,
21,Dom,09-01-2022,16:30,Udinese,0.5,2–6,3.1,Atalanta,8.679,Dacia Arena,Michael Fabbri,Report partita,
21,Dom,09-01-2022,18:30,Roma,2.1,3–4,1.1,Juventus,33.178,Stadio Olimpico,Davide Massa,Report partita,
21,Dom,09-01-2022,18:30,Genoa,1.0,0–1,1.5,Spezia,8.000,Stadio Comunale Luigi Ferraris,Marco Guida,Report partita,
21,Dom,09-01-2022,20:45,Inter,1.6,2–1,1.5,Lazio,29.471,Stadio Giuseppe Meazza,Luca Pairetto,Report partita,
21,Dom,09-01-2022,20:45,Hellas Verona,1.4,1–2,1.1,Salernitana,3.106,Stadio Marc'Antonio Bentegodi,Federico Dionisi,Report partita,
21,Lun,10-01-2022,17:00,Torino,2.1,4–0,0.7,Fiorentina,3.545,Stadio Olimpico di Torino,Livio Marinelli,Report partita,
21,Mar,11-01-2022,20:45,Cagliari,1.6,2–1,0.6,Bologna,5.583,Sardegna Arena,Davide Ghersini,Report partita,
,,,,,,,,,,,,,
22,Sab,15-01-2022,15:00,Sampdoria,1.3,1–2,1.6,Torino,2.549,Stadio Comunale Luigi Ferraris,Luca Massimi,Report partita,
22,Sab,15-01-2022,18:00,Salernitana,0.3,0–3,1.6,Lazio,2.559,Stadio Arechi,Rosario Abisso,Report partita,
22,Sab,15-01-2022,20:45,Juventus,1.5,2–0,0.8,Udinese,5.000,Allianz Stadium,Antonio Giua,Report partita,
22,Dom,16-01-2022,12:30,Sassuolo,1.1,2–4,3.5,Hellas Verona,3.843,Stadio Città del Tricolore,Alessandro Prontera,Report partita,
22,Dom,16-01-2022,15:00,Venezia,1.1,1–1,1.6,Empoli,3.805,Stadio Pierluigi Penzo,Piero Giacomelli,Report partita,
22,Dom,16-01-2022,18:00,Roma,1.9,1–0,0.6,Cagliari,5.000,Stadio Olimpico,Lorenzo Maggioni,Report partita,
22,Dom,16-01-2022,20:45,Atalanta,1.6,0–0,1.5,Inter,5.000,Stadio Atleti Azzurri d'Italia,Davide Massa,Report partita,
22,Lun,17-01-2022,18:30,Bologna,0.9,0–2,2.1,Napoli,5.000,Stadio Renato Dall'Ara,Livio Marinelli,Report partita,
22,Lun,17-01-2022,18:30,Milan,2.5,1–2,1.4,Spezia,5.000,Stadio Giuseppe Meazza,Marco Serra,Report partita,
22,Lun,17-01-2022,20:45,Fiorentina,3.1,6–0,0.2,Genoa,5.000,Stadio Artemio Franchi,Fabio Maresca,Report partita,
,,,,,,,,,,,,,
23,Ven,21-01-2022,20:45,Hellas Verona,1.5,2–1,0.6,Bologna,4.286,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Report partita,
23,Sab,22-01-2022,15:00,Genoa,0.9,0–0,0.1,Udinese,5.000,Stadio Comunale Luigi Ferraris,Daniele Doveri,Report partita,
23,Sab,22-01-2022,18:00,Inter,2.9,2–1,0.3,Venezia,5.000,Stadio Giuseppe Meazza,Matteo Marchetti,Report partita,
23,Sab,22-01-2022,20:45,Lazio,0.2,0–0,0.4,Atalanta,4.000,Stadio Olimpico,Simone Sozza,Report partita,
23,Dom,23-01-2022,12:30,Cagliari,1.4,1–1,1.9,Fiorentina,5.000,Sardegna Arena,Gianluca Aureliano,Report partita,
23,Dom,23-01-2022,15:00,Spezia,0.4,1–0,0.4,Sampdoria,5.000,Stadio Alberto Picco,Gianluca Manganiello,Report partita,
23,Dom,23-01-2022,15:00,Torino,2.6,1–1,0.4,Sassuolo,5.000,Stadio Olimpico di Torino,Francesco Fourneau,Report partita,
23,Dom,23-01-2022,15:00,Napoli,4.1,4–1,0.2,Salernitana,3.000,Stadio San Paolo,Luca Pairetto,Report partita,
23,Dom,23-01-2022,18:00,Empoli,0.9,2–4,3.0,Roma,4.920,Stadio Carlo Castellani,Michael Fabbri,Report partita,
23,Dom,23-01-2022,20:45,Milan,0.6,0–0,0.4,Juventus,5.000,Stadio Giuseppe Meazza,Marco Di Bello,Report partita,
,,,,,,,,,,,,,
24,Sab,05-02-2022,15:00,Roma,1.4,0–0,0.5,Genoa,29.863,Stadio Olimpico,Rosario Abisso,Report partita,
24,Sab,05-02-2022,18:00,Inter,0.8,1–2,1.2,Milan,37.918,Stadio Giuseppe Meazza,Marco Guida,Report partita,
24,Sab,05-02-2022,20:45,Fiorentina,0.8,0–3,2.7,Lazio,17.181,Stadio Artemio Franchi,Daniele Orsato,Report partita,
24,Dom,06-02-2022,12:30,Atalanta,1.1,1–2,1.1,Cagliari,7.868,Stadio Atleti Azzurri d'Italia,Alessandro Prontera,Report partita,
24,Dom,06-02-2022,15:00,Sampdoria,2.1,4–0,1.5,Sassuolo,6.232,Stadio Comunale Luigi Ferraris,Fabio Maresca,Report partita,
24,Dom,06-02-2022,15:00,Venezia,0.4,0–2,1.6,Napoli,5.554,Stadio Pierluigi Penzo,Maurizio Mariani,Report partita,
24,Dom,06-02-2022,15:00,Bologna,0.7,0–0,1.6,Empoli,10.349,Stadio Renato Dall'Ara,Cosso Cosso,Report partita,
24,Dom,06-02-2022,18:00,Udinese,1.3,2–0,0.6,Torino,9.837,Dacia Arena,Antonio Rapuano,Report partita,
24,Dom,06-02-2022,20:45,Juventus,1.2,2–0,0.6,Hellas Verona,17.016,Allianz Stadium,Luca Massimi,Report partita,
24,Lun,07-02-2022,20:45,Salernitana,0.4,2–2,1.9,Spezia,10.668,Stadio Arechi,Paolo Valeri,Report partita,
,,,,,,,,,,,,,
25,Sab,12-02-2022,15:00,Lazio,2.6,3–0,0.7,Bologna,22.000,Stadio Olimpico,Marco Piccinini,Report partita,
25,Sab,12-02-2022,18:00,Napoli,1.7,1–1,0.5,Inter,27.000,Stadio San Paolo,Daniele Doveri,Report partita,
25,Sab,12-02-2022,20:45,Torino,0.7,1–2,0.4,Venezia,6.681,Stadio Olimpico di Torino,Antonio Giua,Report partita,
25,Dom,13-02-2022,12:30,Milan,1.4,1–0,0.2,Sampdoria,35.710,Stadio Giuseppe Meazza,Daniele Chiffi,Report partita,
25,Dom,13-02-2022,15:00,Empoli,1.0,1–1,1.0,Cagliari,4.787,Stadio Carlo Castellani,Federico Dionisi,Report partita,
25,Dom,13-02-2022,15:00,Genoa,2.2,1–1,0.8,Salernitana,13.742,Stadio Comunale Luigi Ferraris,Marco Di Bello,Report partita,
25,Dom,13-02-2022,15:00,Hellas Verona,1.0,4–0,1.6,Udinese,11.713,Stadio Marc'Antonio Bentegodi,Andrea Colombo,Report partita,
25,Dom,13-02-2022,18:00,Sassuolo,0.9,2–2,2.4,Roma,9.282,Stadio Città del Tricolore,Marco Guida,Report partita,
25,Dom,13-02-2022,20:45,Atalanta,2.1,1–1,0.7,Juventus,9.731,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,Report partita,
25,Lun,14-02-2022,20:45,Spezia,0.7,1–2,2.2,Fiorentina,5.400,Stadio Alberto Picco,Matteo Marchetti,Report partita,
,,,,,,,,,,,,,
26,Ven,18-02-2022,20:45,Juventus,0.7,1–1,0.7,Torino,20.132,Allianz Stadium,Davide Massa,Report partita,
26,Sab,19-02-2022,15:00,Sampdoria,0.5,2–0,0.8,Empoli,9.069,Stadio Comunale Luigi Ferraris,Antonio Rapuano,Report partita,
26,Sab,19-02-2022,18:00,Roma,0.6,2–2,0.5,Hellas Verona,34.777,Stadio Olimpico,Luca Pairetto,Report partita,
26,Sab,19-02-2022,20:45,Salernitana,1.4,2–2,1.3,Milan,18.449,Stadio Arechi,Michael Fabbri,Report partita,
26,Dom,20-02-2022,12:30,Fiorentina,0.6,1–0,0.5,Atalanta,18.056,Stadio Artemio Franchi,Daniele Doveri,Report partita,
26,Dom,20-02-2022,15:00,Venezia,1.0,1–1,1.2,Genoa,7.566,Stadio Pierluigi Penzo,Daniele Orsato,Report partita,
26,Dom,20-02-2022,18:00,Inter,3.0,0–2,1.6,Sassuolo,28.324,Stadio Giuseppe Meazza,Francesco Fourneau,Report partita,
26,Dom,20-02-2022,20:45,Udinese,1.2,1–1,1.3,Lazio,10.799,Dacia Arena,Luca Massimi,Report partita,
26,Lun,21-02-2022,19:00,Cagliari,1.8,1–1,0.9,Napoli,12.063,Sardegna Arena,Maurizio Mariani,Report partita,
26,Lun,21-02-2022,21:00,Bologna,1.9,2–1,0.5,Spezia,12.050,Stadio Renato Dall'Ara,Livio Marinelli,Report partita,
,,,,,,,,,,,,,
27,Ven,25-02-2022,18:45,Milan,0.8,1–1,1.0,Udinese,44.588,Stadio Giuseppe Meazza,Matteo Marchetti,Report partita,
27,Ven,25-02-2022,21:00,Genoa,0.8,0–0,1.5,Inter,14.314,Stadio Comunale Luigi Ferraris,Daniele Chiffi,Report partita,
27,Sab,26-02-2022,15:00,Salernitana,1.4,1–1,0.4,Bologna,13.289,Stadio Arechi,Giovanni Ayroldi,Report partita,
27,Sab,26-02-2022,18:00,Empoli,1.3,2–3,2.1,Juventus,11.890,Stadio Carlo Castellani,Fabio Maresca,Report partita,
27,Sab,26-02-2022,20:45,Sassuolo,1.5,2–1,2.1,Fiorentina,8.952,Stadio Città del Tricolore,Alessandro Prontera,Report partita,
27,Dom,27-02-2022,12:35,Torino,0.8,1–2,1.9,Cagliari,10.231,Stadio Olimpico di Torino,Manuel Volpi,Report partita,
27,Dom,27-02-2022,15:05,Hellas Verona,2.3,3–1,0.9,Venezia,14.298,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Report partita,
27,Dom,27-02-2022,18:05,Spezia,0.3,0–1,3.5,Roma,8.107,Stadio Alberto Picco,Michael Fabbri,Report partita,
27,Dom,27-02-2022,20:50,Lazio,1.1,1–2,1.4,Napoli,25.000,Stadio Olimpico,Marco Di Bello,Report partita,
27,Lun,28-02-2022,20:50,Atalanta,2.1,4–0,0.5,Sampdoria,10.245,Stadio Atleti Azzurri d'Italia,Simone Sozza,Report partita,
,,,,,,,,,,,,,
28,Ven,04-03-2022,20:45,Inter,3.9,5–0,0.8,Salernitana,46.287,Stadio Giuseppe Meazza,Livio Marinelli,Report partita,
28,Sab,05-03-2022,15:00,Udinese,1.9,2–1,0.7,Sampdoria,12.405,Dacia Arena,Massimiliano Irrati,Report partita,
28,Sab,05-03-2022,18:00,Roma,1.2,1–0,0.8,Atalanta,42.303,Stadio Olimpico,Davide Massa,Report partita,
28,Sab,05-03-2022,20:45,Cagliari,0.6,0–3,2.6,Lazio,10.873,Sardegna Arena,Fabio Maresca,Report partita,
28,Dom,06-03-2022,12:30,Genoa,1.1,0–0,0.3,Empoli,14.935,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,Report partita,
28,Dom,06-03-2022,15:00,Fiorentina,1.4,1–1,1.3,Hellas Verona,23.491,Stadio Artemio Franchi,Gianluca Manganiello,Report partita,
28,Dom,06-03-2022,15:00,Bologna,0.3,0–0,1.2,Torino,17.575,Stadio Renato Dall'Ara,Luca Massimi,Report partita,
28,Dom,06-03-2022,15:00,Venezia,2.4,1–4,3.3,Sassuolo,5.732,Stadio Pierluigi Penzo,Luca Pairetto,Report partita,
28,Dom,06-03-2022,18:00,Juventus,1.5,1–0,0.7,Spezia,26.475,Allianz Stadium,Francesco Fourneau,Report partita,
28,Dom,06-03-2022,20:45,Napoli,0.5,0–1,1.2,Milan,42.000,Stadio San Paolo,Daniele Orsato,Report partita,
,,,,,,,,,,,,,
29,Sab,12-03-2022,15:00,Spezia,2.2,2–0,0.6,Cagliari,7.180,Stadio Alberto Picco,Daniele Orsato,Report partita,
29,Sab,12-03-2022,15:00,Salernitana,1.5,2–2,1.8,Sassuolo,10.249,Stadio Arechi,Luca Massimi,Report partita,
29,Sab,12-03-2022,18:00,Sampdoria,1.7,1–3,1.1,Juventus,16.644,Stadio Comunale Luigi Ferraris,Paolo Valeri,Report partita,
29,Sab,12-03-2022,20:45,Milan,0.7,1–0,0.2,Empoli,48.801,Stadio Giuseppe Meazza,Daniele Chiffi,Report partita,
29,Dom,13-03-2022,12:30,Fiorentina,1.9,1–0,1.1,Bologna,22.635,Stadio Artemio Franchi,Juan Sacchi,Report partita,
29,Dom,13-03-2022,15:00,Hellas Verona,0.5,1–2,1.5,Napoli,18.782,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Report partita,
29,Dom,13-03-2022,18:00,Atalanta,1.2,0–0,1.0,Genoa,9.140,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Report partita,
29,Dom,13-03-2022,18:00,Udinese,0.6,1–1,1.2,Roma,15.114,Dacia Arena,Marco Di Bello,Report partita,
29,Dom,13-03-2022,20:45,Torino,1.7,1–1,2.3,Inter,15.363,Stadio Olimpico di Torino,Marco Guida,Report partita,
29,Lun,14-03-2022,20:45,Lazio,1.4,1–0,0.3,Venezia,18.000,Stadio Olimpico,Gianluca Manganiello,Report partita,
,,,,,,,,,,,,,
30,Ven,18-03-2022,18:45,Sassuolo,2.0,4–1,0.5,Spezia,6.130,Stadio Città del Tricolore,Manuel Volpi,Report partita,
30,Ven,18-03-2022,21:00,Genoa,1.0,1–0,1.0,Torino,14.961,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Report partita,
30,Sab,19-03-2022,15:00,Napoli,1.1,2–1,0.5,Udinese,37.363,Stadio San Paolo,Francesco Fourneau,Report partita,
30,Sab,19-03-2022,18:00,Inter,1.0,1–1,1.0,Fiorentina,54.988,Stadio Giuseppe Meazza,Daniele Chiffi,Report partita,
30,Sab,19-03-2022,20:45,Cagliari,1.1,0–1,2.4,Milan,12.309,Sardegna Arena,Marco Di Bello,Report partita,
30,Dom,20-03-2022,12:30,Venezia,1.2,0–2,1.6,Sampdoria,7.591,Stadio Pierluigi Penzo,Daniele Orsato,Report partita,
30,Dom,20-03-2022,15:00,Juventus,1.5,2–0,0.5,Salernitana,29.186,Allianz Stadium,Giovanni Ayroldi,Report partita,
30,Dom,20-03-2022,15:00,Empoli,1.0,1–1,1.3,Hellas Verona,5.445,Stadio Carlo Castellani,Matteo Marcenaro,Report partita,
30,Dom,20-03-2022,18:00,Roma,2.2,3–0,0.5,Lazio,51.932,Stadio Olimpico,Massimiliano Irrati,Report partita,
30,Dom,20-03-2022,20:45,Bologna,1.3,0–1,1.2,Atalanta,1.323,Stadio Renato Dall'Ara,Fabio Maresca,Report partita,
,,,,,,,,,,,,,
31,Sab,02-04-2022,15:00,Spezia,1.2,1–0,1.0,Venezia,7.993,Stadio Alberto Picco,Daniele Doveri,Report partita,
31,Sab,02-04-2022,18:00,Lazio,2.3,2–1,1.8,Sassuolo,15.000,Stadio Olimpico,Antonio Rapuano,Report partita,
31,Sab,02-04-2022,20:45,Salernitana,0.8,0–1,1.6,Torino,8.650,Stadio Arechi,Marco Piccinini,Report partita,
31,Dom,03-04-2022,12:30,Fiorentina,1.5,1–0,0.1,Empoli,22.407,Stadio Artemio Franchi,Luca Massimi,Report partita,
31,Dom,03-04-2022,15:00,Atalanta,1.4,1–3,1.5,Napoli,17.709,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Report partita,
31,Dom,03-04-2022,15:00,Udinese,3.5,5–1,0.4,Cagliari,12.215,Dacia Arena,Rosario Abisso,Report partita,
31,Dom,03-04-2022,18:00,Sampdoria,0.4,0–1,1.1,Roma,16.465,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Report partita,
31,Dom,03-04-2022,20:45,Juventus,1.7,0–1,1.2,Inter,40.093,Allianz Stadium,Massimiliano Irrati,Report partita,
31,Lun,04-04-2022,18:30,Hellas Verona,1.1,1–0,0.5,Genoa,14.993,Stadio Marc'Antonio Bentegodi,Francesco Fourneau,Report partita,
31,Lun,04-04-2022,20:45,Milan,2.2,0–0,0.6,Bologna,68.136,Stadio Giuseppe Meazza,Livio Marinelli,Report partita,
,,,,,,,,,,,,,
32,Sab,09-04-2022,15:00,Empoli,1.0,0–0,0.7,Spezia,5.265,Stadio Carlo Castellani,Giovanni Ayroldi,Report partita,
32,Sab,09-04-2022,18:00,Inter,2.5,2–0,0.8,Hellas Verona,61.325,Stadio Giuseppe Meazza,Livio Marinelli,Report partita,
32,Sab,09-04-2022,20:45,Cagliari,0.1,1–2,1.5,Juventus,13.437,Sardegna Arena,Daniele Chiffi,Report partita,
32,Dom,10-04-2022,12:30,Genoa,0.8,1–4,1.6,Lazio,16.756,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Report partita,
32,Dom,10-04-2022,15:00,Napoli,1.1,2–3,0.5,Fiorentina,50.000,Stadio San Paolo,Maurizio Mariani,Report partita,
32,Dom,10-04-2022,15:00,Sassuolo,1.2,2–1,1.8,Atalanta,7.842,Stadio Città del Tricolore,Juan Sacchi,Report partita,
32,Dom,10-04-2022,15:00,Venezia,1.3,1–2,2.3,Udinese,10.459,Stadio Pierluigi Penzo,Marco Guida,Report partita,
32,Dom,10-04-2022,18:00,Roma,1.6,2–1,0.6,Salernitana,64.266,Stadio Olimpico,Manuel Volpi,Report partita,
32,Dom,10-04-2022,20:45,Torino,1.0,0–0,0.8,Milan,23.472,Stadio Olimpico di Torino,Daniele Doveri,Report partita,
32,Lun,11-04-2022,20:45,Bologna,2.6,2–0,0.6,Sampdoria,15.783,Stadio Renato Dall'Ara,Luca Pairetto,Report partita,
,,,,,,,,,,,,,
33,Ven,15-04-2022,19:00,Spezia,0.9,1–3,2.5,Inter,11.382,Stadio Alberto Picco,Fabio Maresca,Report partita,
33,Ven,15-04-2022,21:00,Milan,1.6,2–0,0.3,Genoa,70.259,Stadio Giuseppe Meazza,Daniele Chiffi,Report partita,
33,Sab,16-04-2022,12:30,Cagliari,1.6,1–0,0.4,Sassuolo,14.689,Sardegna Arena,Davide Massa,Report partita,
33,Sab,16-04-2022,14:30,Sampdoria,0.8,1–2,0.3,Salernitana,14.908,Stadio Comunale Luigi Ferraris,Paolo Valeri,Report partita,
33,Sab,16-04-2022,14:30,Udinese,1.2,4–1,1.7,Empoli,15.226,Dacia Arena,Matteo Marchetti,Report partita,
33,Sab,16-04-2022,16:30,Fiorentina,2.6,1–0,0.1,Venezia,31.627,Stadio Artemio Franchi,Rosario Abisso,Report partita,
33,Sab,16-04-2022,18:30,Juventus,2.0,1–1,1.2,Bologna,36.107,Allianz Stadium,Juan Sacchi,Report partita,
33,Sab,16-04-2022,20:45,Lazio,0.7,1–1,1.0,Torino,25.000,Stadio Olimpico,Alessandro Prontera,Report partita,
33,Lun,18-04-2022,19:00,Napoli,1.4,1–1,0.9,Roma,41.822,Stadio San Paolo,Marco Di Bello,Report partita,
33,Lun,18-04-2022,21:00,Atalanta,1.5,1–2,3.2,Hellas Verona,14.537,Stadio Atleti Azzurri d'Italia,Marco Piccinini,Report partita,
,,,,,,,,,,,,,
19,Mer,20-04-2022,18:45,Udinese,0.5,0–1,0.9,Salernitana,12.362,Dacia Arena,Simone Sozza,Report partita,
,,,,,,,,,,,,,
34,Sab,23-04-2022,15:00,Torino,2.3,2–1,1.0,Spezia,8.333,Stadio Olimpico di Torino,Davide Ghersini,Report partita,
34,Sab,23-04-2022,15:00,Venezia,0.9,1–3,3.6,Atalanta,6.132,Stadio Pierluigi Penzo,Francesco Fourneau,Report partita,
34,Sab,23-04-2022,18:00,Inter,1.3,3–1,0.9,Roma,74.947,Stadio Giuseppe Meazza,Simone Sozza,Report partita,
34,Sab,23-04-2022,20:45,Hellas Verona,1.1,1–1,1.0,Sampdoria,16.188,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi,Report partita,
34,Dom,24-04-2022,12:30,Salernitana,1.0,2–1,1.0,Fiorentina,20.920,Stadio Arechi,Davide Massa,Report partita,
34,Dom,24-04-2022,15:00,Empoli,1.8,3–2,1.3,Napoli,10.245,Stadio Carlo Castellani,Livio Marinelli,Report partita,
34,Dom,24-04-2022,15:00,Bologna,1.5,2–2,1.8,Udinese,15.922,Stadio Renato Dall'Ara,Alberto Santoro,Report partita,
34,Dom,24-04-2022,18:00,Genoa,1.1,1–0,0.8,Cagliari,17.257,Stadio Comunale Luigi Ferraris,Paolo Valeri,Report partita,
34,Dom,24-04-2022,20:45,Lazio,0.6,1–2,2.1,Milan,25.000,Stadio Olimpico,Marco Guida,Report partita,
34,Lun,25-04-2022,20:45,Sassuolo,1.4,1–2,1.2,Juventus,20.000,Stadio Città del Tricolore,Fabio Maresca,Report partita,
,,,,,,,,,,,,,
20,Mer,27-04-2022,18:00,Fiorentina,2.0,0–4,3.0,Udinese,22.067,Stadio Artemio Franchi,Ivan Pezzuto,Report partita,
20,Mer,27-04-2022,20:15,Atalanta,2.7,4–4,2.4,Torino,,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Report partita,
20,Mer,27-04-2022,20:15,Bologna,1.2,2–1,2.1,Inter,26.034,Stadio Renato Dall'Ara,Daniele Doveri,Report partita,
,,,,,,,,,,,,,
35,Sab,30-04-2022,15:00,Cagliari,0.9,1–2,1.3,Hellas Verona,16.267,Sardegna Arena,Daniele Orsato,Report partita,
35,Sab,30-04-2022,15:00,Napoli,2.8,6–1,1.5,Sassuolo,20.000,Stadio San Paolo,Antonio Rapuano,Report partita,
35,Sab,30-04-2022,18:00,Sampdoria,1.0,1–0,1.6,Genoa,30.136,Stadio Comunale Luigi Ferraris,Fabio Maresca,Report partita,
35,Sab,30-04-2022,20:45,Spezia,1.6,3–4,3.5,Lazio,8.750,Stadio Alberto Picco,Luca Pairetto,Report partita,
35,Dom,01-05-2022,12:30,Juventus,2.2,2–1,0.6,Venezia,39.203,Allianz Stadium,Alessandro Prontera,Report partita,
35,Dom,01-05-2022,15:00,Milan,1.3,1–0,0.5,Fiorentina,71.542,Stadio Giuseppe Meazza,Paolo Valeri,Report partita,
35,Dom,01-05-2022,15:00,Empoli,0.7,1–3,2.4,Torino,8.416,Stadio Carlo Castellani,Cosso Cosso,Report partita,
35,Dom,01-05-2022,18:00,Udinese,1.1,1–2,1.9,Inter,20.910,Dacia Arena,Daniele Chiffi,Report partita,
35,Dom,01-05-2022,20:45,Roma,1.0,0–0,1.3,Bologna,62.988,Stadio Olimpico,Michael Fabbri,Report partita,
35,Lun,02-05-2022,20:45,Atalanta,1.6,1–1,1.2,Salernitana,17.011,Stadio Atleti Azzurri d'Italia,Marco Guida,Report partita,
,,,,,,,,,,,,,
20,Gio,05-05-2022,18:00,Salernitana,2.0,2–1,1.2,Venezia,22.200,Stadio Arechi,Maurizio Mariani,Report partita,
,,,,,,,,,,,,,
36,Ven,06-05-2022,18:45,Inter,4.3,4–2,0.6,Empoli,69.959,Stadio Giuseppe Meazza,Gianluca Manganiello,Report partita,
36,Ven,06-05-2022,21:00,Genoa,2.7,2–1,1.4,Juventus,18.762,Stadio Comunale Luigi Ferraris,Simone Sozza,Report partita,
36,Sab,07-05-2022,15:00,Torino,0.7,0–1,1.4,Napoli,14.619,Stadio Olimpico di Torino,Alessandro Prontera,Report partita,
36,Sab,07-05-2022,18:00,Sassuolo,2.0,1–1,2.3,Udinese,7.460,Stadio Città del Tricolore,Matteo Marcenaro,Report partita,
36,Sab,07-05-2022,20:45,Lazio,1.4,2–0,0.9,Sampdoria,31.000,Stadio Olimpico,Davide Massa,Report partita,
36,Dom,08-05-2022,12:30,Spezia,1.0,1–3,2.1,Atalanta,9.000,Stadio Alberto Picco,Fabio Maresca,Report partita,
36,Dom,08-05-2022,15:00,Venezia,2.8,4–3,2.8,Bologna,6.674,Stadio Pierluigi Penzo,Livio Marinelli,Report partita,
36,Dom,08-05-2022,18:00,Salernitana,1.2,1–1,0.5,Cagliari,28.048,Stadio Arechi,Marco Di Bello,Report partita,
36,Dom,08-05-2022,20:45,Hellas Verona,1.2,1–3,2.9,Milan,30.154,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Report partita,
36,Lun,09-05-2022,20:45,Fiorentina,1.3,2–0,0.3,Roma,29.580,Stadio Artemio Franchi,Marco Guida,Report partita,
,,,,,,,,,,,,,
37,Sab,14-05-2022,15:00,Empoli,2.1,1–1,3.1,Salernitana,7.000,Stadio Carlo Castellani,Davide Massa,Report partita,
37,Sab,14-05-2022,18:00,Udinese,1.4,2–3,2.2,Spezia,20.950,Dacia Arena,Gianluca Aureliano,Report partita,
37,Sab,14-05-2022,18:00,Hellas Verona,0.7,0–1,0.7,Torino,24.001,Stadio Marc'Antonio Bentegodi,Giacomo Camplone,Report partita,
37,Sab,14-05-2022,20:45,Roma,3.2,1–1,0.3,Venezia,63.243,Stadio Olimpico,Simone Sozza,Report partita,
37,Dom,15-05-2022,12:30,Bologna,1.7,1–3,1.7,Sassuolo,19.794,Stadio Renato Dall'Ara,Davide Ghersini,Report partita,
37,Dom,15-05-2022,15:00,Napoli,2.2,3–0,1.0,Genoa,54.000,Stadio San Paolo,Michael Fabbri,Report partita,
37,Dom,15-05-2022,18:00,Milan,1.5,2–0,0.9,Atalanta,73.304,Stadio Giuseppe Meazza,Daniele Orsato,Report partita,
37,Dom,15-05-2022,20:45,Cagliari,0.6,1–3,2.6,Inter,15.443,Sardegna Arena,Daniele Doveri,Report partita,
37,Lun,16-05-2022,18:30,Sampdoria,1.5,4–1,1.9,Fiorentina,21.331,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Report partita,
37,Lun,16-05-2022,20:45,Juventus,0.8,2–2,1.1,Lazio,40.515,Allianz Stadium,Giovanni Ayroldi,Report partita,
,,,,,,,,,,,,,
38,Ven,20-05-2022,20:45,Torino,0.7,0–3,2.6,Roma,16.730,Stadio Olimpico di Torino,Massimiliano Irrati,Report partita,
38,Sab,21-05-2022,17:15,Genoa,1.0,0–1,1.0,Bologna,17.768,Stadio Comunale Luigi Ferraris,Gianpiero Miele,Report partita,
38,Sab,21-05-2022,20:45,Fiorentina,1.5,2–0,0.1,Juventus,34.831,Stadio Artemio Franchi,Daniele Chiffi,Report partita,
38,Sab,21-05-2022,20:45,Atalanta,3.8,0–1,0.4,Empoli,17.654,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Report partita,
38,Sab,21-05-2022,20:45,Lazio,2.4,3–3,1.6,Hellas Verona,50.000,Stadio Olimpico,Andrea Colombo,Report partita,
38,Dom,22-05-2022,12:30,Spezia,2.0,0–3,1.0,Napoli,10.000,Stadio Alberto Picco,Matteo Marchetti,Report partita,
